X,X.1,CHARACTER_ID,SCRIPT_ID,CHARACTER_NAME,ACTOR_NAME,PARTIAL_MATCH,GENDER,MISGENDER,CHARACTER_RACE,ACTOR_RACE,PART_WHITE,AGE,EXTRACTED_WORDS,POLYGRAPH_.WORDS,IMDB_ACTOR_HOMEPAGE,GOOGLE_IMAGE_SEARCH
3704,6405,14260,4711,alexander haig,Powers Boothe,n,m,,w,,,47,325,632,http://www.imdb.com/name/nm0000959/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Powers+Boothe+actor&source=lnms&tbm=isch
3705,6407,4879,1866,mrs. beaumont,Priscilla Pointer,n,f,,w,,,62,217,700,http://www.imdb.com/name/nm0688467/?ref_=ttfc_fc_cl_t8,https://www.google.com/search?q=Priscilla+Pointer+actress&source=lnms&tbm=isch
3706,6408,11858,3806,colleen sutton,Priscilla Presley,n,f,,w,,,45,258,416,http://www.imdb.com/name/nm0001636/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Priscilla+Presley+actress&source=lnms&tbm=isch
3708,6417,10395,3345,max sayer,Pruitt Taylor Vince,n,m,,w,,,42,694,2082,http://www.imdb.com/name/nm0898546/?ref_=ttfc_fc_cl_t31,https://www.google.com/search?q=Pruitt+Taylor+Vince+actor&source=lnms&tbm=isch
3709,6416,9338,3024,ballard,Pruitt Taylor Vince,n,m,,w,,,40,660,1061,http://www.imdb.com/name/nm0898546/?ref_=ttfc_fc_cl_t8,https://www.google.com/search?q=Pruitt+Taylor+Vince+actor&source=lnms&tbm=isch
3710,6415,9130,2964,henry follett,Pruitt Taylor Vince,n,m,,w,,,39,386,1338,http://www.imdb.com/name/nm0898546/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Pruitt+Taylor+Vince+actor&source=lnms&tbm=isch
3711,6414,1731,1053,paul,Pruitt Taylor Vince,n,m,,w,,,30,355,509,http://www.imdb.com/name/nm0898546/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Pruitt+Taylor+Vince+actor&source=lnms&tbm=isch
3713,6421,6718,2338,richard gecko,Quentin Tarantino,n,m,,w,,,33,659,2094,http://www.imdb.com/name/nm0000233/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Quentin+Tarantino+actor&source=lnms&tbm=isch
3714,6426,10151,3288,police captain,R. Lee Ermey,n,m,,w,,,51,358,1102,http://www.imdb.com/name/nm0000388/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=R.+Lee+Ermey+actor&source=lnms&tbm=isch
3715,6430,1759,1061,judy,Rachael Bella,n,f,,w,,,22,1687,2328,http://www.imdb.com/name/nm0068622/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Rachael+Bella+actress&source=lnms&tbm=isch
3716,6431,4178,1669,lisa calighan,Rachael Leigh Cook,n,f,,w,,,22,514,1710,http://www.imdb.com/name/nm0000337/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Rachael+Leigh+Cook+actress&source=lnms&tbm=isch
3717,6432,10722,3463,hannah wald,Rachel Blanchard,n,f,,w,,,25,320,1026,http://www.imdb.com/name/nm0004761/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Rachel+Blanchard+actress&source=lnms&tbm=isch
3718,6435,4858,1863,ermine jung,Rachel Griffiths,n,f,,w,,,33,268,816,http://www.imdb.com/name/nm0341737/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Rachel+Griffiths+actress&source=lnms&tbm=isch
3719,6437,7339,2529,allison,Rachel Hayward,n,f,,w,,,NA,558,930,http://www.imdb.com/name/nm0371787/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Rachel+Hayward+actress&source=lnms&tbm=isch
3720,6439,1911,1107,allison,Rachel Miner,n,f,,w,,,25,402,536,http://www.imdb.com/name/nm0001540/?ref_=ttfc_fc_cl_t28,https://www.google.com/search?q=Rachel+Miner+actress&source=lnms&tbm=isch
3721,6440,5590,2046,tamara,Rachel Nichols,n,f,,w,,,31,849,2009,http://www.imdb.com/name/nm0629697/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Rachel+Nichols+actress&source=lnms&tbm=isch
3722,6441,5114,1934,penelope,Rachel Weisz,n,f,,w,,,38,1229,4176,http://www.imdb.com/name/nm0001838/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Rachel+Weisz+actress&source=lnms&tbm=isch
3723,6443,8960,2935,dr. nekhorvich,Rade Serbedzija,y,m,,w,,,54,332,1228,http://www.imdb.com/name/nm0784884/?ref_=ttfc_fc_cl_t8,https://www.google.com/search?q=Rade+Serbedzija+actor&source=lnms&tbm=isch
3724,6446,9634,3105,carolyn fry,Radha Mitchell,n,f,,w,,,27,1308,3944,http://www.imdb.com/name/nm0593664/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Radha+Mitchell+actress&source=lnms&tbm=isch
3725,6445,2022,1128,lisa ramos,Radha Mitchell,n,f,,w,,,31,404,563,http://www.imdb.com/name/nm0593664/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Radha+Mitchell+actress&source=lnms&tbm=isch
3727,6448,8345,2769,writer,Rafe Spall,n,m,,w,,,29,304,601,http://www.imdb.com/name/nm1245863/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Rafe+Spall+actor&source=lnms&tbm=isch
3728,6453,1606,1018,bill hudley,Rainn Wilson,n,m,,w,,,37,562,802,http://www.imdb.com/name/nm0933988/?ref_=ttfc_fc_cl_t24,https://www.google.com/search?q=Rainn+Wilson+actor&source=lnms&tbm=isch
3730,6457,3841,1582,aaron,Ralph Brown,n,m,,w,,,35,730,1038,http://www.imdb.com/name/nm0114460/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Ralph+Brown+actor&source=lnms&tbm=isch
3731,6460,10671,3457,lenny nero,Ralph Fiennes,n,m,,w,,,33,3086,9736,http://www.imdb.com/name/nm0000146/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Ralph+Fiennes+actor&source=lnms&tbm=isch
3732,6459,9841,3178,michael berg,Ralph Fiennes,n,m,,w,,,46,1318,4810,http://www.imdb.com/name/nm0000146/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Ralph+Fiennes+actor&source=lnms&tbm=isch
3733,6458,5634,2059,caius martius c,Ralph Fiennes,y,m,,w,,,49,249,3156,http://www.imdb.com/name/nm0000146/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Ralph+Fiennes+actor&source=lnms&tbm=isch
3734,6461,739,811,det. cragie,Ralph Foody,n,m,,w,,,57,218,314,http://www.imdb.com/name/nm0285160/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Ralph+Foody+actor&source=lnms&tbm=isch
3735,6464,994,868,ulrich,Ralph Richardson,n,m,,w,,,79,471,676,http://www.imdb.com/name/nm0724732/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Ralph+Richardson+actor&source=lnms&tbm=isch
3737,6468,1194,916,carl fidelio du,Ralph Waite,y,m,,w,,,42,249,347,http://www.imdb.com/name/nm0906627/?ref_=ttfc_fc_cl_t13,https://www.google.com/search?q=Ralph+Waite+actor&source=lnms&tbm=isch
3738,6472,5126,1939,jeffrey,Randall Batinkoff,n,m,,w,,,24,242,427,http://www.imdb.com/name/nm0000871/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Randall+Batinkoff+actor&source=lnms&tbm=isch
3739,6479,1407,985,sheriff mike co,Randy Quaid,y,m,,w,,,48,663,880,http://www.imdb.com/name/nm0001642/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Randy+Quaid+actor&source=lnms&tbm=isch
3740,6478,1668,1030,russell casse,Randy Quaid,n,m,,w,,,46,197,268,http://www.imdb.com/name/nm0001642/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=Randy+Quaid+actor&source=lnms&tbm=isch
3741,6481,10800,3473,robbie zirpollo,Randy Wayne,n,m,,w,,,25,1179,3890,http://www.imdb.com/name/nm1357477/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Randy+Wayne+actor&source=lnms&tbm=isch
3742,6490,13003,4292,henry hill,Ray Liotta,n,m,,w,,,36,4010,7899,http://www.imdb.com/name/nm0000501/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Ray+Liotta+actor&source=lnms&tbm=isch
3743,6489,4859,1863,fred jung,Ray Liotta,n,m,,w,,,47,304,894,http://www.imdb.com/name/nm0000501/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Ray+Liotta+actor&source=lnms&tbm=isch
3744,6492,4804,1855,coach cotton,Ray McKinnon,n,m,,w,,,52,563,1277,http://www.imdb.com/name/nm0571964/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Ray+McKinnon+actor&source=lnms&tbm=isch
3745,6493,4955,1886,redridge,Ray Stevenson,n,m,,w,,,46,387,1282,http://www.imdb.com/name/nm0829032/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Ray+Stevenson+actor&source=lnms&tbm=isch
3746,6496,1137,906,mr. hand,Ray Walston,n,m,,w,,,68,596,817,http://www.imdb.com/name/nm0001827/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=Ray+Walston+actor&source=lnms&tbm=isch
3748,6497,5536,2033,teague,Ray Winstone,n,m,,w,,,46,556,1684,http://www.imdb.com/name/nm0935653/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Ray+Winstone+actor&source=lnms&tbm=isch
3749,6498,15443,5166,leland palmer,Ray Wise,n,m,,w,,,45,342,646,http://www.imdb.com/name/nm0936403/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Ray+Wise+actor&source=lnms&tbm=isch
3751,6505,4436,1735,helen mccaffrey,Rebecca De Mornay,n,f,,w,,,32,211,604,http://www.imdb.com/name/nm0000360/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=Rebecca+De+Mornay+actress&source=lnms&tbm=isch
3752,6508,3089,1367,ann,Rebecca Pidgeon,n,f,,w,,,35,922,1323,http://www.imdb.com/name/nm0682071/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Rebecca+Pidgeon+actress&source=lnms&tbm=isch
3753,6507,1517,1001,fran moore,Rebecca Pidgeon,n,f,,w,,,36,778,927,http://www.imdb.com/name/nm0682071/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Rebecca+Pidgeon+actress&source=lnms&tbm=isch
3754,6516,6252,2214,tracy flick,Reese Witherspoon,n,f,,w,,,23,1993,6980,http://www.imdb.com/name/nm0000702/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Reese+Witherspoon+actress&source=lnms&tbm=isch
3755,6515,9671,3113,jennifer,Reese Witherspoon,n,f,,w,,,22,956,2734,http://www.imdb.com/name/nm0000702/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Reese+Witherspoon+actress&source=lnms&tbm=isch
3756,6514,5742,2091,annette hargrov,Reese Witherspoon,y,f,,w,,,23,835,2540,http://www.imdb.com/name/nm0000702/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Reese+Witherspoon+actress&source=lnms&tbm=isch
3759,6540,3275,1412,dr. molly grisw,Rene Russo,y,f,,w,,,42,1374,1924,http://www.imdb.com/name/nm0000623/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Rene+Russo+actress&source=lnms&tbm=isch
3760,6539,11297,3627,toni,Rene Russo,n,f,,w,,,51,791,2682,http://www.imdb.com/name/nm0000623/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Rene+Russo+actress&source=lnms&tbm=isch
3761,6538,8684,2824,lynn wells,Rene Russo,n,f,,w,,,35,491,1766,http://www.imdb.com/name/nm0000623/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Rene+Russo+actress&source=lnms&tbm=isch
3762,6546,9339,3024,betty sizemore,Renee Zellweger,n,f,,w,,,31,1762,3178,http://www.imdb.com/name/nm0000250/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Renee+Zellweger+actress&source=lnms&tbm=isch
3763,6545,7989,2679,dorothy boyd,Renee Zellweger,y,f,,w,,,27,1317,4372,http://www.imdb.com/name/nm0000250/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Renee+Zellweger+actress&source=lnms&tbm=isch
3764,6544,5250,1962,emily jenkins,Renee Zellweger,n,f,,w,,,40,1341,3402,http://www.imdb.com/name/nm0000250/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Renee+Zellweger+actress&source=lnms&tbm=isch
3765,6543,5531,2033,ruby thewes,Renee Zellweger,n,f,,w,,,34,1277,4454,http://www.imdb.com/name/nm0000250/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Renee+Zellweger+actress&source=lnms&tbm=isch
3766,6551,5499,2027,richard travers,Rex Linn,n,m,,w,,,37,570,1133,http://www.imdb.com/name/nm0513010/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Rex+Linn+actor&source=lnms&tbm=isch
3767,6554,11716,3759,norman,Rhys Darby,n,m,,w,,,34,368,1234,http://www.imdb.com/name/nm1055302/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Rhys+Darby+actor&source=lnms&tbm=isch
3768,6559,4154,1667,earl of oxford,Rhys Ifans,n,m,,w,,,44,1028,1707,http://www.imdb.com/name/nm0406975/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Rhys+Ifans+actor&source=lnms&tbm=isch
3769,6558,7554,2576,puff,Rhys Ifans,n,m,,w,,,34,903,3292,http://www.imdb.com/name/nm0406975/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Rhys+Ifans+actor&source=lnms&tbm=isch
3770,6557,8447,2785,adrian,Rhys Ifans,n,m,,w,,,33,473,1500,http://www.imdb.com/name/nm0406975/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Rhys+Ifans+actor&source=lnms&tbm=isch
3771,6556,9335,3020,spike,Rhys Ifans,n,m,,w,,,32,461,1444,http://www.imdb.com/name/nm0406975/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Rhys+Ifans+actor&source=lnms&tbm=isch
3772,6566,13547,4464,john hammond,Richard Attenborough,n,m,,w,,,74,443,688,http://www.imdb.com/name/nm0000277/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Richard+Attenborough+actor&source=lnms&tbm=isch
3773,6568,819,830,bastaldi,Richard Bohringer,n,m,,w,,,61,265,362,http://www.imdb.com/name/nm0092184/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Richard+Bohringer+actor&source=lnms&tbm=isch
3774,6569,4265,1689,wilder,Richard Bradford,n,m,,w,,,56,375,231,http://www.imdb.com/name/nm0103071/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=Richard+Bradford+actor&source=lnms&tbm=isch
3776,6587,7919,2666,hooper,Richard Dreyfuss,n,m,,w,,,28,1173,2100,http://www.imdb.com/name/nm0000377/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Richard+Dreyfuss+actor&source=lnms&tbm=isch
3777,6586,200,666,curt,Richard Dreyfuss,n,m,,w,,,26,911,1240,http://www.imdb.com/name/nm0000377/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Richard+Dreyfuss+actor&source=lnms&tbm=isch
3778,6591,1596,1017,dr. welbeck,Richard Dysart,y,m,,w,,,42,462,776,http://www.imdb.com/name/nm0246004/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Richard+Dysart+actor&source=lnms&tbm=isch
3779,6594,10677,3457,tick,Richard Edson,n,m,,w,,,41,228,730,http://www.imdb.com/name/nm0002057/?ref_=ttfc_fc_cl_t9,https://www.google.com/search?q=Richard+Edson+actor&source=lnms&tbm=isch
3780,6595,8938,2930,buster,Richard Farnsworth,n,m,,w,,,70,553,1044,http://www.imdb.com/name/nm0002070/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Richard+Farnsworth+actor&source=lnms&tbm=isch
3781,6598,163,664,father vogler,Richard Frank,n,m,,w,,,31,217,309,http://www.imdb.com/name/nm0291068/?ref_=ttfc_fc_cl_t17,https://www.google.com/search?q=Richard+Frank+actor&source=lnms&tbm=isch
3782,6604,10018,3242,ike graham,Richard Gere,n,m,,w,,,50,2224,6968,http://www.imdb.com/name/nm0000152/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Richard+Gere+actor&source=lnms&tbm=isch
3783,6603,2457,1245,edward lewis,Richard Gere,n,m,,w,,,41,1924,2519,http://www.imdb.com/name/nm0000152/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Richard+Gere+actor&source=lnms&tbm=isch
3784,6602,3922,1613,george putnam,Richard Gere,n,m,,w,,,60,1936,7898,http://www.imdb.com/name/nm0000152/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Richard+Gere+actor&source=lnms&tbm=isch
3785,6601,4254,1684,robert miller,Richard Gere,n,m,,w,,,63,1823,4587,http://www.imdb.com/name/nm0000152/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Richard+Gere+actor&source=lnms&tbm=isch
3786,6600,14350,4738,zack mayo,Richard Gere,n,m,,w,,,33,1833,2967,http://www.imdb.com/name/nm0000152/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Richard+Gere+actor&source=lnms&tbm=isch
3787,6605,6998,2408,marcus aurelius,Richard Harris,n,m,,w,,,70,605,1900,http://www.imdb.com/name/nm0001321/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Richard+Harris+actor&source=lnms&tbm=isch
3788,6609,3136,1371,george fox,Richard Jaeckel,n,m,,w,,,58,373,548,http://www.imdb.com/name/nm0001395/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Richard+Jaeckel+actor&source=lnms&tbm=isch
3789,6610,2084,1140,charlie schumak,Richard Jeni,y,m,,w,,,37,591,835,http://www.imdb.com/name/nm0420732/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Richard+Jeni+actor&source=lnms&tbm=isch
3790,6612,11415,3667,walter,Richard Jenkins,n,m,,w,,,60,1480,5064,http://www.imdb.com/name/nm0420955/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Richard+Jenkins+actor&source=lnms&tbm=isch
3791,6611,623,785,ted,Richard Jenkins,n,m,,w,,,61,382,522,http://www.imdb.com/name/nm0420955/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Richard+Jenkins+actor&source=lnms&tbm=isch
3792,6613,13760,4543,francis,Richard Jordan,n,m,,w,,,39,376,923,http://www.imdb.com/name/nm0430151/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Richard+Jordan+actor&source=lnms&tbm=isch
3793,6619,842,844,logan,Richard Liberty,n,m,,w,,,53,303,369,http://www.imdb.com/name/nm0508858/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Richard+Liberty+actor&source=lnms&tbm=isch
3794,6623,14123,4670,phil sultenfuss,Richard Masur,n,m,,w,,,46,555,932,http://www.imdb.com/name/nm0557956/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Richard+Masur+actor&source=lnms&tbm=isch
3795,6638,7321,2510,santa,Richard Riehle,n,m,,w,,,55,654,716,http://www.imdb.com/name/nm0726223/?ref_=ttfc_fc_cl_t9,https://www.google.com/search?q=Richard+Riehle+actor&source=lnms&tbm=isch
3796,6637,9427,3033,tom smykowski,Richard Riehle,n,m,,w,,,51,328,874,http://www.imdb.com/name/nm0726223/?ref_=ttfc_fc_cl_t8,https://www.google.com/search?q=Richard+Riehle+actor&source=lnms&tbm=isch
3797,6647,7597,2580,mr. turner,Richard Schiff,n,m,,w,,,46,800,2226,http://www.imdb.com/name/nm0771493/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Richard+Schiff+actor&source=lnms&tbm=isch
3798,6646,8206,2736,marvin,Richard Schiff,n,m,,w,,,53,246,606,http://www.imdb.com/name/nm0771493/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=Richard+Schiff+actor&source=lnms&tbm=isch
3799,6650,11654,3740,walter gaskell,Richard Thomas,n,m,,w,,,49,235,140,http://www.imdb.com/name/nm0001796/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Richard+Thomas+actor&source=lnms&tbm=isch
3800,6654,6170,2190,cloete,Richard Wilson,n,m,,w,,,53,281,308,http://www.imdb.com/name/nm0934014/?ref_=ttfc_fc_cl_t21,https://www.google.com/search?q=Richard+Wilson+actor&source=lnms&tbm=isch
3801,6659,10451,3361,bill cox,Rick Dial,n,m,,w,,,41,680,1908,http://www.imdb.com/name/nm0224496/?ref_=ttfc_fc_cl_t9,https://www.google.com/search?q=Rick+Dial+actor&source=lnms&tbm=isch
3802,6662,6982,2405,louis tully,Rick Moranis,n,m,,w,,,36,578,1880,http://www.imdb.com/name/nm0001548/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Rick+Moranis+actor&source=lnms&tbm=isch
3803,6666,11794,3768,sydney,Rick Stear,n,m,,w,,,33,1060,3204,http://www.imdb.com/name/nm0824150/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Rick+Stear+actor&source=lnms&tbm=isch
3804,6667,2810,1310,misty,Ricki Lake,n,f,,w,,,26,236,343,http://www.imdb.com/name/nm0001442/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Ricki+Lake+actress&source=lnms&tbm=isch
3805,6668,1706,1044,mark bellison,Ricky Gervais,n,m,,w,,,48,3410,4364,http://www.imdb.com/name/nm0315041/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Ricky+Gervais+actor&source=lnms&tbm=isch
3806,6672,8664,2821,narrator,Ricky Jay,y,m,,w,,,51,467,1910,http://www.imdb.com/name/nm0419633/?ref_=ttfc_fc_cl_t76,https://www.google.com/search?q=Ricky+Jay+actor&source=lnms&tbm=isch
3807,6671,5113,1934,narrator,Ricky Jay,y,m,,w,,,60,279,940,http://www.imdb.com/name/nm0419633/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=Ricky+Jay+actor&source=lnms&tbm=isch
3808,6673,10757,3468,charles kaznyk,Riley Griffiths,n,m,,w,,,14,892,2029,http://www.imdb.com/name/nm4087524/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Riley+Griffiths+actor&source=lnms&tbm=isch
3809,6677,2133,1148,zed,Rip Torn,n,m,,w,,,66,509,720,http://www.imdb.com/name/nm0001800/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Rip+Torn+actor&source=lnms&tbm=isch
3810,6676,118,650,kruger,Rip Torn,y,m,,w,,,51,229,276,http://www.imdb.com/name/nm0001800/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Rip+Torn+actor&source=lnms&tbm=isch
3812,6681,10014,3242,ellie graham,Rita Wilson,n,f,,w,,,43,213,628,http://www.imdb.com/name/nm0001854/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Rita+Wilson+actress&source=lnms&tbm=isch
3813,6682,164,664,frau schlumberg,Rita Zohar,y,f,,w,,,NA,402,107,http://www.imdb.com/name/nm0957611/?ref_=ttfc_fc_cl_t31,https://www.google.com/search?q=Rita+Zohar+actress&source=lnms&tbm=isch
3814,6685,7722,2604,young indy,River Phoenix,n,m,,w,,,19,1824,6224,http://www.imdb.com/name/nm0000203/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=River+Phoenix+actor&source=lnms&tbm=isch
3815,6690,10579,3413,billy hicks,Rob Lowe,n,m,,w,,,21,808,2009,http://www.imdb.com/name/nm0000507/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Rob+Lowe+actor&source=lnms&tbm=isch
3816,6695,8038,2687,fergie,Rob Schneider,n,m,,w,,,32,433,1234,http://www.imdb.com/name/nm0001705/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Rob+Schneider+actor&source=lnms&tbm=isch
3817,6703,448,734,priest,Robert Carlyle,n,m,,w,,,35,534,991,http://www.imdb.com/name/nm0001015/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Robert+Carlyle+actor&source=lnms&tbm=isch
3818,6702,11667,3745,renard,Robert Carlyle,n,m,,w,,,38,467,1420,http://www.imdb.com/name/nm0001015/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Robert+Carlyle+actor&source=lnms&tbm=isch
3819,6704,14466,4804,editor,Robert Cartland,y,m,,w,,,61,200,437,http://www.imdb.com/name/nm0142074/?ref_=ttfc_fc_cl_t12,https://www.google.com/search?q=Robert+Cartland+actor&source=lnms&tbm=isch
3820,6719,9815,3169,jake la motta,Robert De Niro,n,m,,w,,,37,4261,13226,http://www.imdb.com/name/nm0000134/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Robert+De+Niro+actor&source=lnms&tbm=isch
3821,6718,1789,1071,rupert pupkin,Robert De Niro,n,m,,w,,,39,3848,5317,http://www.imdb.com/name/nm0000134/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Robert+De+Niro+actor&source=lnms&tbm=isch
3822,6717,10941,3505,travis bickle,Robert De Niro,y,m,,w,,,33,2342,7438,http://www.imdb.com/name/nm0000134/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Robert+De+Niro+actor&source=lnms&tbm=isch
3823,6716,11423,3668,conrad brean,Robert De Niro,n,m,,w,,,54,2131,7838,http://www.imdb.com/name/nm0000134/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Robert+De+Niro+actor&source=lnms&tbm=isch
3824,6715,2708,1287,sam,Robert De Niro,n,m,,w,,,55,1494,2119,http://www.imdb.com/name/nm0000134/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Robert+De+Niro+actor&source=lnms&tbm=isch
3825,6714,10,623,detective eddie,Robert De Niro,y,m,,w,,,58,1522,2020,http://www.imdb.com/name/nm0000134/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Robert+De+Niro+actor&source=lnms&tbm=isch
3826,6713,12844,4228,the creature,Robert De Niro,n,m,,w,,,51,655,916,http://www.imdb.com/name/nm0000134/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Robert+De+Niro+actor&source=lnms&tbm=isch
3827,6712,7876,2653,louis gara,Robert De Niro,n,m,,w,,,54,679,2276,http://www.imdb.com/name/nm0000134/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Robert+De+Niro+actor&source=lnms&tbm=isch
3828,6711,12981,4280,vito corleone,Robert De Niro,y,m,,w,,,31,508,1026,http://www.imdb.com/name/nm0000134/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Robert+De+Niro+actor&source=lnms&tbm=isch
3829,6727,2242,1185,wayne gale,Robert Downey Jr.,n,m,,w,,,29,3353,4624,http://www.imdb.com/name/nm0000375/?ref_=ttfc_fc_cl_t12,https://www.google.com/search?q=Robert+Downey+Jr.+actor&source=lnms&tbm=isch
3830,6726,14388,4758,peter wright,Robert Downey Jr.,n,m,,w,,,29,1039,1835,http://www.imdb.com/name/nm0000375/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Robert+Downey+Jr.+actor&source=lnms&tbm=isch
3831,6725,4390,1723,tony stark,Robert Downey Jr.,y,m,,w,,,47,1062,2806,http://www.imdb.com/name/nm0000375/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Robert+Downey+Jr.+actor&source=lnms&tbm=isch
3832,6724,11653,3740,terry crabtree,Robert Downey Jr.,n,m,,w,,,35,885,3034,http://www.imdb.com/name/nm0000375/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Robert+Downey+Jr.+actor&source=lnms&tbm=isch
