X,X.1,CHARACTER_ID,SCRIPT_ID,CHARACTER_NAME,ACTOR_NAME,PARTIAL_MATCH,GENDER,MISGENDER,CHARACTER_RACE,ACTOR_RACE,PART_WHITE,AGE,EXTRACTED_WORDS,POLYGRAPH_.WORDS,IMDB_ACTOR_HOMEPAGE,GOOGLE_IMAGE_SEARCH
1,14,960,863,ronnie,Aaron Yoo,n,m,,a,a,n,28,613,926,http://www.imdb.com/name/nm1683094/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Aaron+Yoo+actor&source=lnms&tbm=isch
2,81,15713,5298,dulcie kawamura,Akemi Nishino,n,f,x,a,a,n,NA,292,365,http://www.imdb.com/name/nm0632781/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=Akemi+Nishino+actor&source=lnms&tbm=isch
3,82,2929,1343,fujiko imada,Ako,n,f,,a,a,n,NA,192,198,http://www.imdb.com/name/nm0015488/?ref_=ttfc_fc_cl_t15,https://www.google.com/search?q=Ako+actress&source=lnms&tbm=isch
4,867,5732,2087,eric draven,Brandon Lee,n,m,,w,a,y,32,854,2530,http://www.imdb.com/name/nm0000488/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Brandon+Lee+actor&source=lnms&tbm=isch
5,2032,13887,4589,jim trudell,Don Wilson,y,m,,a,a,y,41,548,909,http://www.imdb.com/name/nm0933310/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Don+Wilson+actor&source=lnms&tbm=isch
6,2244,15721,5298,younger mini mc,Elizabeth Gilliam,y,f,,a,a,cf,NA,205,255,http://www.imdb.com/name/nm0319102/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Elizabeth+Gilliam+actress&source=lnms&tbm=isch
7,2387,6720,2338,scott fuller,Ernest Liu,n,m,,a,a,cf,NA,268,812,http://www.imdb.com/name/nm0514918/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Ernest+Liu+actor&source=lnms&tbm=isch
8,2715,15096,5033,sulu,George Takei,y,m,,a,a,n,54,200,341,http://www.imdb.com/name/nm0001786/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=George+Takei+actor&source=lnms&tbm=isch
9,2714,15067,5029,sulu,George Takei,n,m,,a,a,n,49,218,283,http://www.imdb.com/name/nm0001786/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=George+Takei+actor&source=lnms&tbm=isch
10,3020,15167,5063,myers,Henry Strzalkowski,n,m,,a,a,y,40,297,502,http://www.imdb.com/name/nm0835459/?ref_=ttfc_fc_cl_t11,https://www.google.com/search?q=Henry+Strzalkowski+actor&source=lnms&tbm=isch
11,3222,10056,3250,lee,Jackie Chan,n,m,,a,a,n,47,1101,3524,http://www.imdb.com/name/nm0000329/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Jackie+Chan+actor&source=lnms&tbm=isch
12,3221,10047,3248,lee,Jackie Chan,n,m,,a,a,n,44,533,1128,http://www.imdb.com/name/nm0000329/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Jackie+Chan+actor&source=lnms&tbm=isch
13,3289,1666,1030,miguel,James Duval,n,m,,l,a,y,24,195,263,http://www.imdb.com/name/nm0001166/?ref_=ttfc_fc_cl_t14,https://www.google.com/search?q=James+Duval+actor&source=lnms&tbm=isch
14,3390,1812,1077,norbu thundrup,Jamyang Tenzin,n,m,,a,a,n,NA,253,340,http://www.imdb.com/name/nm2174179/?ref_=ttfc_fc_cl_t19,https://www.google.com/search?q=Jamyang+Tenzin+actor&source=lnms&tbm=isch
15,3922,1427,988,harold lee,John Cho,n,m,,a,a,n,32,1881,4102,http://www.imdb.com/name/nm0158626/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=John+Cho+actor&source=lnms&tbm=isch
16,3985,10057,3250,ricky tan,John Lone,n,m,,a,a,n,49,370,1026,http://www.imdb.com/name/nm0518821/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=John+Lone+actor&source=lnms&tbm=isch
17,4117,1683,1036,short round,Jonathan Ke Quan,y,m,,a,a,n,13,320,417,http://www.imdb.com/name/nm0702841/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Jonathan+Ke+Quan+actor&source=lnms&tbm=isch
18,4246,2553,1264,co,Julia Nickson,n,f,,a,a,y,27,323,440,http://www.imdb.com/name/nm0630100/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Julia+Nickson+actress&source=lnms&tbm=isch
20,4442,4827,1856,rebecca,Katie Chang,n,f,,a,a,y,NA,692,1285,http://www.imdb.com/name/nm4583512/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Katie+Chang+actress&source=lnms&tbm=isch
21,4508,8141,2714,dr. kuni,Ken Jeong,n,m,,a,a,n,38,377,688,http://www.imdb.com/name/nm0421822/?ref_=ttfc_fc_cl_t17,https://www.google.com/search?q=Ken+Jeong+actor&source=lnms&tbm=isch
22,4517,8215,2739,katsumoto,Ken Watanabe,n,m,,a,a,n,44,882,2812,http://www.imdb.com/name/nm0913822/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Ken+Watanabe+actor&source=lnms&tbm=isch
23,4516,7711,2598,saito,Ken Watanabe,n,m,,a,a,n,51,507,976,http://www.imdb.com/name/nm0913822/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Ken+Watanabe+actor&source=lnms&tbm=isch
24,4750,6610,2311,sarah (segment,Lana McKissack,y,f,,a,a,y,11,332,1108,http://www.imdb.com/name/nm0572001/?ref_=ttfc_fc_cl_t11,https://www.google.com/search?q=Lana+McKissack+actress&source=lnms&tbm=isch
25,4917,7911,2664,rowan,Lexa Doig,n,f,,a,a,y,28,772,1382,http://www.imdb.com/name/nm0230693/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Lexa+Doig+actress&source=lnms&tbm=isch
26,5059,5380,1989,alex munday,Lucy Liu,n,f,,a,a,n,32,495,1752,http://www.imdb.com/name/nm0005154/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Lucy+Liu+actress&source=lnms&tbm=isch
27,5058,13571,4474,o-ren ishii,Lucy Liu,n,f,,a,a,n,35,299,503,http://www.imdb.com/name/nm0005154/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Lucy+Liu+actress&source=lnms&tbm=isch
28,5057,12593,4121,taryn mills,Lucy Liu,n,f,,a,a,n,37,306,480,http://www.imdb.com/name/nm0005154/?ref_=ttfc_fc_cl_t18,https://www.google.com/search?q=Lucy+Liu+actress&source=lnms&tbm=isch
30,5373,8217,2739,omura,Masato Harada,n,m,,a,a,n,54,811,2524,http://www.imdb.com/name/nm0361735/?ref_=ttfc_fc_cl_t8,https://www.google.com/search?q=Masato+Harada+actor&source=lnms&tbm=isch
31,5469,3825,1564,sister agnes,Meg Tilly,n,f,,w,a,y,25,1276,4206,http://www.imdb.com/name/nm0000672/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Meg+Tilly+actress&source=lnms&tbm=isch
32,5804,10214,3298,vera,Moon Bloodgood,n,f,,a,a,y,37,330,622,http://www.imdb.com/name/nm1291227/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Moon+Bloodgood+actress&source=lnms&tbm=isch
33,5844,2998,1351,horuko togokahn,Nan Yu,n,f,,a,a,n,30,156,306,http://www.imdb.com/name/nm0950544/?ref_=ttfc_fc_cl_t46,https://www.google.com/search?q=Nan+Yu+actress&source=lnms&tbm=isch
34,6388,1133,906,linda barrett,Phoebe Cates,n,f,,w,a,y,19,728,972,http://www.imdb.com/name/nm0000121/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Phoebe+Cates+actress&source=lnms&tbm=isch
35,6387,4147,1666,sophia gold,Phoebe Cates,n,f,,w,a,y,38,528,924,http://www.imdb.com/name/nm0000121/?ref_=ttfc_fc_cl_t9,https://www.google.com/search?q=Phoebe+Cates+actress&source=lnms&tbm=isch
36,6386,4884,1870,carol,Phoebe Cates,n,f,,w,a,y,30,524,1952,http://www.imdb.com/name/nm0000121/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Phoebe+Cates+actress&source=lnms&tbm=isch
37,6449,9304,3014,raizo,Rain,n,m,,a,a,n,27,404,887,http://www.imdb.com/name/nm1713653/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Rain+actor&source=lnms&tbm=isch
39,6532,12348,4034,letty mayer,Reiko Aylesworth,n,f,,w,a,y,33,2189,4557,http://www.imdb.com/name/nm0043855/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Reiko+Aylesworth+actress&source=lnms&tbm=isch
40,6880,15715,5298,harry kawamura,Ronald Yamamoto,n,m,,a,a,n,NA,212,235,http://www.imdb.com/name/nm0945474/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Ronald+Yamamoto+actor&source=lnms&tbm=isch
41,7003,7161,2460,nakagawa,Ryo Ishibashi,n,m,,a,a,n,48,237,720,http://www.imdb.com/name/nm0410903/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Ryo+Ishibashi+actor&source=lnms&tbm=isch
42,7078,10367,3333,stephanie,Sandra Oh,n,f,,a,a,n,33,206,666,http://www.imdb.com/name/nm0644897/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Sandra+Oh+actress&source=lnms&tbm=isch
43,7265,8214,2739,emperor meiji,Shichinosuke Nakamura,n,m,,a,a,n,20,265,884,http://www.imdb.com/name/nm1258003/?ref_=ttfc_fc_cl_t12,https://www.google.com/search?q=Shichinosuke+Nakamura+actor&source=lnms&tbm=isch
44,7266,13569,4474,hattori hanzo,Shin'ichi Chiba,y,m,,a,a,n,64,253,428,http://www.imdb.com/name/nm0002002/?ref_=ttfc_fc_cl_t9,https://www.google.com/search?q=Shin'ichi+Chiba+actor&source=lnms&tbm=isch
45,7276,9303,3014,ozunu,Sho Kosugi,y,m,,a,a,n,61,605,1037,http://www.imdb.com/name/nm0467563/?ref_=ttfc_fc_cl_t12,https://www.google.com/search?q=Sho+Kosugi+actor&source=lnms&tbm=isch
46,7350,15712,5298,charlie kawamur,Stan Egi,y,m,,a,p,n,NA,418,595,http://www.imdb.com/name/nm0003986/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Stan+Egi+actor&source=lnms&tbm=isch
47,7437,6472,2267,mike yanagita,Steve Park,n,m,,a,a,n,NA,239,878,http://www.imdb.com/name/nm0661950/?ref_=ttfc_fc_cl_t24,https://www.google.com/search?q=Steve+Park+actor&source=lnms&tbm=isch
48,7464,79,642,nico toscani,Steven Seagal,n,m,,w,w,,36,1685,3835,http://www.imdb.com/name/nm0000219/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Steven+Seagal+actor&source=lnms&tbm=isch
49,7463,3244,1407,frank glass,Steven Seagal,y,m,,w,w,,49,1048,1191,http://www.imdb.com/name/nm0000219/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Steven+Seagal+actor&source=lnms&tbm=isch
50,7557,15718,5298,lily yuriko kaw,Tamlyn Tomita,y,f,,a,a,n,24,1635,2200,http://www.imdb.com/name/nm0000674/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Tamlyn+Tomita+actress&source=lnms&tbm=isch
51,7591,1811,1077,mother,Tencho Gyalpo,n,f,,a,a,n,NA,232,312,http://www.imdb.com/name/nm0350398/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Tencho+Gyalpo+actress&source=lnms&tbm=isch
53,7806,7680,2596,matt fowler,Tom Wilkinson,n,m,,w,,,53,1478,4215,http://www.imdb.com/name/nm0929489/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Tom+Wilkinson+actor&source=lnms&tbm=isch
54,7805,2682,1285,lenny cole,Tom Wilkinson,n,m,,w,,,60,1557,2107,http://www.imdb.com/name/nm0929489/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Tom+Wilkinson+actor&source=lnms&tbm=isch
55,7804,5925,2133,stephan gold (t,Tom Wilkinson,y,m,,w,,,62,1051,1875,http://www.imdb.com/name/nm0929489/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Tom+Wilkinson+actor&source=lnms&tbm=isch
56,7803,6353,2240,dr. mierzwiak,Tom Wilkinson,n,m,,w,,,56,514,1708,http://www.imdb.com/name/nm0929489/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Tom+Wilkinson+actor&source=lnms&tbm=isch
57,7802,6949,2391,robert beaumont,Tom Wilkinson,n,m,,w,,,48,414,1076,http://www.imdb.com/name/nm0929489/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Tom+Wilkinson+actor&source=lnms&tbm=isch
58,7801,10255,3306,hugh fennyman,Tom Wilkinson,n,m,,w,,,50,289,1002,http://www.imdb.com/name/nm0929489/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Tom+Wilkinson+actor&source=lnms&tbm=isch
59,7812,470,744,sugai,Tomisaburo Wakayama,n,m,,a,a,n,60,239,376,http://www.imdb.com/name/nm0423663/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Tomisaburo+Wakayama+actor&source=lnms&tbm=isch
60,7907,10045,3248,consul han,Tzi Ma,n,m,,a,a,n,NA,235,411,http://www.imdb.com/name/nm0002245/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Tzi+Ma+actor&source=lnms&tbm=isch
61,8032,9434,3040,chang,Vithaya Pansringarm,n,m,,a,a,n,NA,292,2826,http://www.imdb.com/name/nm3307918/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Vithaya+Pansringarm+actor&source=lnms&tbm=isch
62,8251,2930,1343,hatsue miyamoto,Yuki Kudo,y,f,,a,a,n,28,847,1087,http://www.imdb.com/name/nm0473802/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Yuki+Kudo+actress&source=lnms&tbm=isch
64,3,9797,3162,queen akasha,Aaliyah,n,f,x,b,b,n,25,353,1064,http://www.imdb.com/name/nm0004691/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Aaliyah+actor&source=lnms&tbm=isch
65,15,9509,3062,bina,Aasha Davis,n,f,,b,b,n,38,480,874,http://www.imdb.com/name/nm1632532/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Aasha+Davis+actress&source=lnms&tbm=isch
66,51,9506,3062,alike,Adepero Oduye,n,f,,b,b,n,NA,1194,2485,http://www.imdb.com/name/nm1323822/?ref_=ttfc_fc_cl_t1,https://www.google.com/search?q=Adepero+Oduye+actress&source=lnms&tbm=isch
67,52,4999,1902,wombosi,Adewale Akinnuoye-Agbaje,n,m,,b,b,n,35,425,524,http://www.imdb.com/name/nm0015382/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Adewale+Akinnuoye-Agbaje+actor&source=lnms&tbm=isch
68,85,1996,1126,elijah muhammad,Al Freeman Jr.,n,m,,b,b,n,58,379,370,http://www.imdb.com/name/nm0293272/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Al+Freeman+Jr.+actor&source=lnms&tbm=isch
69,140,4659,1807,stamp paid,Albert Hall,n,m,,b,b,n,61,716,2124,http://www.imdb.com/name/nm0355278/?ref_=ttfc_fc_cl_t27,https://www.google.com/search?q=Albert+Hall+actor&source=lnms&tbm=isch
70,139,4212,1676,chief phillips,Albert Hall,n,m,,b,b,n,42,378,1414,http://www.imdb.com/name/nm0355278/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=Albert+Hall+actor&source=lnms&tbm=isch
71,138,7464,2550,reverend cutlip,Albert Hall,n,m,,b,b,n,70,338,644,http://www.imdb.com/name/nm0355278/?ref_=ttfc_fc_cl_t29,https://www.google.com/search?q=Albert+Hall+actor&source=lnms&tbm=isch
72,200,8604,2814,camille wright,Alfre Woodard,n,f,,b,b,n,48,658,1138,http://www.imdb.com/name/nm0005569/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Alfre+Woodard+actress&source=lnms&tbm=isch
73,199,9134,2964,lily,Alfre Woodard,n,f,,b,b,n,47,310,840,http://www.imdb.com/name/nm0005569/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Alfre+Woodard+actress&source=lnms&tbm=isch
74,202,10704,3462,miguel,Algenis Perez Soto,n,m,,b,b,n,NA,1383,4430,http://www.imdb.com/name/nm2714417/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Algenis+Perez+Soto+actor&source=lnms&tbm=isch
75,214,2901,1340,georgia sykes,Alicia Keys,n,f,,b,b,y,25,620,828,http://www.imdb.com/name/nm1006024/?ref_=ttfc_fc_cl_t16,https://www.google.com/search?q=Alicia+Keys+actress&source=lnms&tbm=isch
76,267,12162,3958,sarah ghetty,Amber Starks,n,f,,b,b,n,NA,400,618,http://www.imdb.com/name/nm4191322/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Amber+Starks+actress&source=lnms&tbm=isch
77,274,9700,3124,jermaine,Amina Robinson,n,f,,b,b,cf,NA,221,708,http://www.imdb.com/name/nm2753926/?ref_=ttfc_fc_cl_t9,https://www.google.com/search?q=Amina+Robinson+actress&source=lnms&tbm=isch
78,309,6690,2331,satch deleon,Andre Braugher,n,m,,b,b,n,38,271,1384,http://www.imdb.com/name/nm0105672/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Andre+Braugher+actor&source=lnms&tbm=isch
79,311,10694,3462,brad,Andre Holland,y,m,,b,b,cf,NA,196,646,http://www.imdb.com/name/nm2428245/?ref_=ttfc_fc_cl_t31,https://www.google.com/search?q=Andre+Holland+actor&source=lnms&tbm=isch
80,360,9153,2968,principal janet,Angela Bassett,y,f,,b,b,n,41,675,2306,http://www.imdb.com/name/nm0000291/?ref_=ttfc_fc_cl_t8,https://www.google.com/search?q=Angela+Bassett+actress&source=lnms&tbm=isch
81,359,1995,1126,dr. betty shaba,Angela Bassett,y,f,,b,b,n,34,567,564,http://www.imdb.com/name/nm0000291/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Angela+Bassett+actress&source=lnms&tbm=isch
82,397,4012,1637,robin mccall,Anna Deavere Smith,n,f,,b,b,cf,45,338,1032,http://www.imdb.com/name/nm0807332/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Anna+Deavere+Smith+actress&source=lnms&tbm=isch
83,458,14396,4765,eldridge cleave,Anthony Griffith,y,m,,b,b,n,NA,284,457,http://www.imdb.com/name/nm0341436/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=Anthony+Griffith+actor&source=lnms&tbm=isch
84,490,8653,2821,gwenovier,April Grace,n,f,,b,b,n,37,339,864,http://www.imdb.com/name/nm0333318/?ref_=ttfc_fc_cl_t42,https://www.google.com/search?q=April+Grace+actress&source=lnms&tbm=isch
85,558,11,623,detective leon,Avery Brooks,y,m,,b,b,n,53,268,366,http://www.imdb.com/name/nm0000984/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Avery+Brooks+actor&source=lnms&tbm=isch
86,610,4649,1807,baby suggs,Beah Richards,n,f,,b,b,n,78,918,2748,http://www.imdb.com/name/nm0723968/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Beah+Richards+actress&source=lnms&tbm=isch
87,614,8531,2793,minnie bledsoe,Beatrice Winde,n,f,,b,b,n,72,217,816,http://www.imdb.com/name/nm0934656/?ref_=ttfc_fc_cl_t31,https://www.google.com/search?q=Beatrice+Winde+actress&source=lnms&tbm=isch
88,669,9382,3029,frank catton,Bernie Mac,n,m,,b,b,n,44,226,892,http://www.imdb.com/name/nm0005170/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Bernie+Mac+actor&source=lnms&tbm=isch
89,668,9397,3031,frank catton,Bernie Mac,n,m,,b,b,n,47,233,680,http://www.imdb.com/name/nm0005170/?ref_=ttfc_fc_cl_t19,https://www.google.com/search?q=Bernie+Mac+actor&source=lnms&tbm=isch
90,683,2742,1295,nikki,Bianca Lawson,n,f,,b,b,n,22,243,323,http://www.imdb.com/name/nm0493161/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Bianca+Lawson+actress&source=lnms&tbm=isch
91,700,1638,1021,moses,Bill Cobbs,n,m,,b,b,n,60,317,448,http://www.imdb.com/name/nm0167850/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=Bill+Cobbs+actor&source=lnms&tbm=isch
92,699,7622,2585,estes,Bill Cobbs,n,m,,b,b,n,64,190,502,http://www.imdb.com/name/nm0167850/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Bill+Cobbs+actor&source=lnms&tbm=isch
93,703,2454,1244,mac,Bill Duke,n,m,,b,b,n,44,215,417,http://www.imdb.com/name/nm0004886/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Bill+Duke+actor&source=lnms&tbm=isch
94,702,7371,2534,frank,Bill Duke,n,m,,b,b,n,67,219,565,http://www.imdb.com/name/nm0004886/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Bill+Duke+actor&source=lnms&tbm=isch
95,710,15707,5297,the cop,Bill Henderson,n,m,,b,b,n,59,214,296,http://www.imdb.com/name/nm0376347/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Bill+Henderson+actor&source=lnms&tbm=isch
96,730,2869,1333,eddie souther,Bill Nunn,n,m,,b,b,n,39,599,799,http://www.imdb.com/name/nm0638056/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=Bill+Nunn+actor&source=lnms&tbm=isch
97,729,950,861,radio raheem,Bill Nunn,n,m,,b,b,n,36,188,259,http://www.imdb.com/name/nm0638056/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=Bill+Nunn+actor&source=lnms&tbm=isch
98,769,10610,3433,lando calrissia,Billy Dee Williams,y,m,,b,b,n,43,465,798,http://www.imdb.com/name/nm0001850/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Billy+Dee+Williams+actor&source=lnms&tbm=isch
99,768,3022,1359,lando calrissia,Billy Dee Williams,y,m,,b,b,n,46,284,379,http://www.imdb.com/name/nm0001850/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Billy+Dee+Williams+actor&source=lnms&tbm=isch
100,782,1287,941,geneticist,Blair Underwood,n,m,,b,b,n,33,245,320,http://www.imdb.com/name/nm0005516/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Blair+Underwood+actor&source=lnms&tbm=isch
101,787,13602,4487,steve nolan,Blu Mankuma,n,m,,b,b,n,44,178,330,http://www.imdb.com/name/nm0542558/?ref_=ttfc_fc_cl_t15,https://www.google.com/search?q=Blu+Mankuma+actor&source=lnms&tbm=isch
102,810,14404,4765,rose,Bobby Brown,n,m,,b,b,n,26,199,328,http://www.imdb.com/name/nm0113140/?ref_=ttfc_fc_cl_t8,https://www.google.com/search?q=Bobby+Brown+actor&source=lnms&tbm=isch
103,816,14407,4765,tyrone,Bokeem Woodbine,n,m,,b,b,n,22,720,1207,http://www.imdb.com/name/nm0940158/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Bokeem+Woodbine+actor&source=lnms&tbm=isch
104,870,7623,2585,karla wilson,Brandy Norwood,y,f,,b,b,n,19,829,2422,http://www.imdb.com/name/nm0005275/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Brandy+Norwood+actress&source=lnms&tbm=isch
105,935,5067,1922,brad bramish,Brian White,n,m,,b,b,n,30,202,644,http://www.imdb.com/name/nm0924552/?ref_=ttfc_fc_cl_t10,https://www.google.com/search?q=Brian+White+actor&source=lnms&tbm=isch
106,972,6302,2226,instructor,Bruce A. Young,n,m,,b,b,n,46,91,650,http://www.imdb.com/name/nm0949340/?ref_=ttfc_fc_cl_t11,https://www.google.com/search?q=Bruce+A.+Young+actor&source=lnms&tbm=isch
107,1028,7317,2510,mc hammer,C.P. Lacey,y,m,,b,b,n,NA,1989,6342,http://www.imdb.com/name/nm1346650/?ref_=ttfc_fc_cl_t35,https://www.google.com/search?q=C.P.+Lacey+actor&source=lnms&tbm=isch
108,1039,11564,3713,reggie,Calvin Lockhart,n,m,,b,b,n,56,323,1088,http://www.imdb.com/name/nm0516865/?ref_=ttfc_fc_cl_t7,https://www.google.com/search?q=Calvin+Lockhart+actor&source=lnms&tbm=isch
109,1066,11114,3569,junior,Carl Lumbly,n,m,,b,b,n,39,453,1482,http://www.imdb.com/name/nm0525855/?ref_=ttfc_fc_cl_t8,https://www.google.com/search?q=Carl+Lumbly+actor&source=lnms&tbm=isch
110,1071,2451,1244,dillon,Carl Weathers,n,m,,b,b,n,39,647,932,http://www.imdb.com/name/nm0001835/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Carl+Weathers+actor&source=lnms&tbm=isch
111,1070,2661,1284,apollo,Carl Weathers,n,m,,b,b,n,28,523,845,http://www.imdb.com/name/nm0001835/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Carl+Weathers+actor&source=lnms&tbm=isch
112,1154,2304,1211,sister abigail,CCH Pounder,n,f,,b,b,n,57,500,738,http://www.imdb.com/name/nm0001634/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=CCH+Pounder+actress&source=lnms&tbm=isch
113,1206,9507,3062,arthur,Charles Parnell,n,m,,b,b,n,NA,756,1394,http://www.imdb.com/name/nm0663174/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Charles+Parnell+actor&source=lnms&tbm=isch
114,1213,3847,1582,dillon,Charles S. Dutton,n,m,,b,b,n,41,996,1414,http://www.imdb.com/name/nm0001165/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Charles+S.+Dutton+actor&source=lnms&tbm=isch
115,1212,7460,2550,maceo,Charles S. Dutton,n,m,,b,b,n,56,895,1756,http://www.imdb.com/name/nm0001165/?ref_=ttfc_fc_cl_t4,https://www.google.com/search?q=Charles+S.+Dutton+actor&source=lnms&tbm=isch
116,1211,9269,2998,huey,Charles S. Dutton,y,m,,b,b,n,44,658,2238,http://www.imdb.com/name/nm0001165/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Charles+S.+Dutton+actor&source=lnms&tbm=isch
117,1210,8897,2918,leonard,Charles S. Dutton,n,m,,b,b,n,46,551,912,http://www.imdb.com/name/nm0001165/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Charles+S.+Dutton+actor&source=lnms&tbm=isch
118,1209,1888,1094,percy walker,Charles S. Dutton,n,m,,b,b,n,59,297,679,http://www.imdb.com/name/nm0001165/?ref_=ttfc_fc_cl_t5,https://www.google.com/search?q=Charles+S.+Dutton+actor&source=lnms&tbm=isch
119,1257,3576,1509,adrian helmsley,Chiwetel Ejiofor,n,m,,b,b,n,32,861,2856,http://www.imdb.com/name/nm0252230/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Chiwetel+Ejiofor+actor&source=lnms&tbm=isch
120,1256,12252,4008,luke,Chiwetel Ejiofor,n,m,,b,b,n,29,503,857,http://www.imdb.com/name/nm0252230/?ref_=ttfc_fc_cl_t6,https://www.google.com/search?q=Chiwetel+Ejiofor+actor&source=lnms&tbm=isch
121,1305,9356,3024,wesley,Chris Rock,n,m,,b,b,n,35,963,1698,http://www.imdb.com/name/nm0001674/?ref_=ttfc_fc_cl_t3,https://www.google.com/search?q=Chris+Rock+actor&source=lnms&tbm=isch
122,1310,10051,3250,carter,Chris Tucker,n,m,,b,b,n,29,3099,9260,http://www.imdb.com/name/nm0000676/?ref_=ttfc_fc_cl_t2,https://www.google.com/search?q=Chris+Tucker+actor&source=lnms&tbm=isch
123,1309,10043,3248,carter,Chris Tucker,n,m,,b,b,n,26,2601,4570,http://www.imdb.com/name/nm0000676/?ref_=ttfc_fc_cl_t8,https://www.google.com/search?q=Chris+Tucker+actor&source=lnms&tbm=isch
